"t","v","k","N","Source","arith_family","arith_tier"
2,23,1200,1522,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,1334,1525,"Direct product","Direct product","ARITHMETIC"
2,23,1382,1528,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,23,13800,1562,"Direct product","Direct product","ARITH_OPEN"
2,23,13824,1582,"Direct product","Direct product","ARITH_OPEN"
2,23,14352,1586,"Direct product","Direct product","ARITHMETIC"
2,23,14375,1607,"Direct product generalized","Direct product","ARITH_INFERRED"
2,23,14954,1608,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,23,14973,1610,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,14976,1628,"Direct product","Direct product","ARITH_OPEN"
2,23,15456,1630,"Direct product","Direct product","ARITHMETIC"
2,23,15600,1631,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,23,15663,1632,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,15732,1633,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16100,1634,"Direct product","Direct product","ARITHMETIC"
2,23,16128,1635,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,23,16193,1653,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16247,1654,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16371,1655,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16394,1657,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16438,1658,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16744,1675,"Direct product","Direct product","ARITH_OPEN"
2,23,16928,1676,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,16956,1677,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,17050,1678,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,17446,1679,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,23,17472,1680,"Direct product","Direct product","ARITH_OPEN"
2,23,17478,1699,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,17639,1700,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,17682,1701,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,17721,1702,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,18144,1703,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,23,18244,1720,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,18370,1721,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,18453,1722,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,18790,1723,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,23,18816,1724,"Direct product","Direct product","ARITH_OPEN"
2,23,18936,1725,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19040,1726,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19152,1727,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19166,1744,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19174,1745,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19218,1747,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19656,1748,"Direct product","Direct product","ARITH_OPEN"
2,23,19740,1749,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19898,1766,"Direct product generalized","Direct product","ARITH_OPEN"
2,23,19926,1767,"Direct product generalized","Direct product","ARITH_INFERRED"
2,23,20000,1768,"Direct product generalized","Direct product","ARITH_INFERRED"
3,23,25,15612,"orthogonal array fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,23,26,15613,"orthogonal array fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,23,27,19524,"orthogonal array fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,23,28,19549,"orthogonal array fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,23,553,24333,"Raaphorst-Moura-Stevens","terminal (search or published array)","TERMINAL_CLAIMED"
3,23,651,31245,"Raaphorst-Moura-Stevens fuse fuse","fuse","ARITHMETIC"
3,23,757,39357,"Raaphorst-Moura-Stevens fuse fuse fuse fuse","terminal (search or published array)","TERMINAL_CLAIMED"
3,23,1106,47103,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,23,10000,58719,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITHMETIC"
4,23,46,815167,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,48,826805,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,529,1362175,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,3910,2700545,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,4669,2712183,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,4692,2712689,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,5474,2723821,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,5566,2724327,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,5681,2724833,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,6946,2724899,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,7248,2870188,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,23,10000,2967713,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
5,23,786,74474115,"Add 1 factors","Add n factors","ARITHMETIC"
5,23,787,88637561,"Add 2 factors","Add n factors","ARITHMETIC"
5,23,788,94794063,"Add 3 factors","Add n factors","ARITHMETIC"
5,23,808,100950565,"Add 23 factors","Add n factors","ARITHMETIC"
5,23,810,115154729,"Add 25 factors","Add n factors","ARITH_OPEN"
5,23,860,124506429,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
5,23,986,124786247,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
5,23,1018,125066065,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
5,23,1019,125088835,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
5,23,1058,125111605,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
5,23,1106,125901977,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
5,23,2116,128726423,"perfect hash family20,2116,23,c","perfect hash family","ARITHMETIC"
5,23,2117,128726840,"perfect hash family20,2117,24","perfect hash family","ARITHMETIC"
5,23,10000,135162743,"perfect hash family21,12167,23,c","perfect hash family","ARITHMETIC"
6,23,250,1602647751,"Add 1 factors","Add n factors","ARITHMETIC"
6,23,266,2275380887,"Add 1 factors","Add n factors","ARITHMETIC"
6,23,529,2368573879,"perfect hash family16,529,23,c","perfect hash family","ARITHMETIC"
6,23,530,2368574208,"Power CT23^2+1","Power CT","ARITHMETIC"
6,23,531,3057834758,"Add 1 factors","Add n factors","ARITHMETIC"
6,23,532,3341022212,"Add 2 factors","Add n factors","ARITHMETIC"
6,23,553,3617935724,"Power CT25^2Arc(3)","Power CT","ARITHMETIC"
6,23,576,3714040456,"Power CT25^2T1T1","Power CT","ARITHMETIC"
6,23,600,3810145188,"Power CT25^2T1","Power CT","ARITHMETIC"
6,23,625,3906249621,"perfect hash family16,625,25,c fuse fuse","fuse","ARITHMETIC"
6,23,626,3906249920,"Power CT25^2+1","Power CT","ARITHMETIC"
6,23,627,4614245626,"Add 1 factors","Add n factors","ARITHMETIC"
6,23,628,4977874936,"Add 2 factors","Add n factors","ARITHMETIC"
6,23,629,5278740512,"Add 3 factors","Add n factors","ARITHMETIC"
6,23,630,5420340058,"Add 4 factors","Add n factors","ARITHMETIC"
6,23,634,5555749913,"Add 23 factors","Add n factors","ARITHMETIC"
6,23,643,5556005949,"Add 23 factors","Add n factors","ARITHMETIC"
6,23,648,5556050477,"Add 23 factors","Add n factors","ARITHMETIC"
6,23,649,5561939604,"Add 23 factors","Add n factors","ARITHMETIC"
6,23,651,5768888100,"Power CT27^2Arc(3)","Power CT","ARITHMETIC"
6,23,676,5912167960,"Power CT27^2T1T1","Power CT","ARITHMETIC"
6,23,702,6055447820,"Power CT27^2T1","Power CT","ARITHMETIC"
6,23,730,6198727680,"Power CT27^2+1","Power CT","ARITHMETIC"
6,23,735,6217506504,"perfect hash family6,735,249","perfect hash family","ARITHMETIC"
6,23,744,6365542568,"Power N-CT31^2T7","Power N-CT","ARITHMETIC"
6,23,754,6457729848,"Power N-CT29^2T3","Power N-CT","ARITHMETIC"
6,23,755,6461646288,"Power N-CT31^2Arc(2)T5","Power N-CT","ARITHMETIC"
6,23,780,6461646794,"Power N-CT31^2T5T1","Power N-CT","ARITHMETIC"
6,23,806,6461647300,"Power N-CT31^2T5","Power N-CT","ARITHMETIC"
6,23,812,6601009708,"Power N-CT29^2T1","Power N-CT","ARITHMETIC"
6,23,813,6604926148,"Power N-CT31^2Arc(2)T3","Power N-CT","ARITHMETIC"
6,23,840,6604926654,"Power N-CT31^2T3T1","Power N-CT","ARITHMETIC"
6,23,868,6604927160,"Power N-CT31^2T3","Power N-CT","ARITHMETIC"
6,23,870,6661333976,"Power N-CT31^2T2T1","Power N-CT","ARITHMETIC"
6,23,899,6661334482,"Power N-CT31^2T2","Power N-CT","ARITHMETIC"
6,23,900,6661613288,"Power N-CT31^2T1T1","Power N-CT","ARITHMETIC"
6,23,930,6661613794,"Power N-CT31^2T1","Power N-CT","ARITHMETIC"
6,23,961,6661614300,"Power N-CT31^2","Power N-CT","ARITHMETIC"
6,23,964,6661614960,"Power N-CT31^2+3","Power N-CT","ARITHMETIC"
6,23,986,6758182644,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,23,1018,6764338640,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,23,1019,6764873482,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,23,1058,6765408808,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,23,1059,6802592547,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,23,1060,6839775957,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,23,1062,7529036507,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,23,1250,7731203449,"perfect hash familyD16,1250,50^11 25^5","perfect hash family","ARITHMETIC"
6,23,1271,7974628618,"Power N-CT41^2T10","Power N-CT","ARITHMETIC"
6,23,1394,7974628662,"Power N-CT41^2T7","Power N-CT","ARITHMETIC"
6,23,1462,8058300822,"Power N-CT43^2T9","Power N-CT","ARITHMETIC"
6,23,1681,8109791844,"Power N-CT41^2","Power N-CT","ARITHMETIC"
6,23,1763,8193464004,"Power N-CT43^2T2","Power N-CT","ARITHMETIC"
6,23,1851,8199900324,"Power N-CT43^2+2","Power N-CT","ARITHMETIC"
6,23,1939,8267621846,"Power N-CT47^2Trin2,2,2","Power N-CT","ARITHMETIC"
6,23,2025,8273778348,"Power N-CT47^2T2T2","Power N-CT","ARITHMETIC"
6,23,2115,8279934850,"Power N-CT47^2T2","Power N-CT","ARITHMETIC"
6,23,2213,8286091352,"perfect hash family14,2213,51","perfect hash family","ARITHMETIC"
6,23,2214,8290001720,"perfect hash family14,2214,52","perfect hash family","ARITHMETIC"
6,23,2239,8560329184,"Power N-CT53^2Arc(12)","Power N-CT","ARITHMETIC"
6,23,2281,8695492916,"Power N-CT53^2Arc(11)","Power N-CT","ARITHMETIC"
6,23,2324,8830656648,"Power N-CT53^2Arc(10)","Power N-CT","ARITHMETIC"
6,23,2368,8965820380,"Power N-CT53^2Arc(9)","Power N-CT","ARITHMETIC"
6,23,2413,9100984112,"Power N-CT53^2Arc(8)","Power N-CT","ARITHMETIC"
6,23,2459,9236147844,"Power N-CT53^2Arc(7)","Power N-CT","ARITHMETIC"
6,23,2514,9248464368,"Power N-CT73^2Trin3,22,22","Power N-CT","ARITHMETIC"
6,23,2562,9248743680,"Power N-CT73^2Trin3,21,22","Power N-CT","ARITHMETIC"
6,23,2611,9249022992,"Power N-CT73^2Trin3,21,21","Power N-CT","ARITHMETIC"
6,23,2652,9255180000,"Power N-CT73^2T22T21","Power N-CT","ARITHMETIC"
6,23,2704,9255459312,"Power N-CT73^2T21T21","Power N-CT","ARITHMETIC"
6,23,2822,9322902072,"Power N-CT83^2T49","Power N-CT","ARITHMETIC"
6,23,3024,9377750910,"Power N-CT73^2Trin3,3,28","Power N-CT","ARITHMETIC"
6,23,3426,9383907412,"Power N-CT73^2Trin3,3,22","Power N-CT","ARITHMETIC"
6,23,3493,9384186724,"Power N-CT73^2Trin3,3,21","Power N-CT","ARITHMETIC"
6,23,3570,9390343732,"Power N-CT73^2T22T3","Power N-CT","ARITHMETIC"
6,23,3640,9390623044,"Power N-CT73^2T21T3","Power N-CT","ARITHMETIC"
6,23,3723,9396780052,"Power N-CT73^2T22","Power N-CT","ARITHMETIC"
6,23,3796,9397059364,"Power N-CT73^2T21","Power N-CT","ARITHMETIC"
6,23,3811,9433998376,"Power N-CT79^2Arc(6)T27","Power N-CT","ARITHMETIC"
6,23,3858,9440154878,"Power N-CT79^2Arc(5)T27","Power N-CT","ARITHMETIC"
6,23,3906,9446311380,"Power N-CT79^2Arc(4)T27","Power N-CT","ARITHMETIC"
6,23,3955,9452467882,"Power N-CT79^2Arc(3)T27","Power N-CT","ARITHMETIC"
6,23,4005,9458624384,"Power N-CT79^2Arc(2)T27","Power N-CT","ARITHMETIC"
6,23,4056,9464780886,"Power N-CT79^2T27T1","Power N-CT","ARITHMETIC"
6,23,4233,9470658076,"Power N-CT83^2T32","Power N-CT","ARITHMETIC"
6,23,4316,9470937388,"Power N-CT83^2T31","Power N-CT","ARITHMETIC"
6,23,4699,9519350456,"Power N-CT73^2Trin3,3,3","Power N-CT","ARITHMETIC"
6,23,4900,9525786776,"Power N-CT73^2T3T3","Power N-CT","ARITHMETIC"
6,23,5110,9532223096,"Power N-CT73^2T3","Power N-CT","ARITHMETIC"
6,23,5334,9538659416,"perfect hash family13,5334,78","perfect hash family","ARITHMETIC"
6,23,5359,9544815918,"Power N-CT79^2Arc(12)","Power N-CT","ARITHMETIC"
6,23,5427,9550972420,"Power N-CT79^2Arc(11)","Power N-CT","ARITHMETIC"
6,23,5496,9557128922,"Power N-CT79^2Arc(10)","Power N-CT","ARITHMETIC"
6,23,5566,9563285424,"Power N-CT79^2Arc(9)","Power N-CT","ARITHMETIC"
6,23,5637,9569441926,"Power N-CT79^2Arc(8)","Power N-CT","ARITHMETIC"
6,23,5709,9575598428,"Power N-CT79^2Arc(7)","Power N-CT","ARITHMETIC"
6,23,5782,9581754930,"Power N-CT79^2Arc(6)","Power N-CT","ARITHMETIC"
6,23,5856,9587911432,"Power N-CT79^2Arc(5)","Power N-CT","ARITHMETIC"
6,23,5931,9594067934,"Power N-CT79^2Arc(4)","Power N-CT","ARITHMETIC"
6,23,6007,9600224436,"Power N-CT79^2Arc(3)","Power N-CT","ARITHMETIC"
6,23,6084,9606380938,"Power N-CT79^2T1T1","Power N-CT","ARITHMETIC"
6,23,6474,9612537440,"Power N-CT83^2T5","Power N-CT","ARITHMETIC"
6,23,6891,9618693942,"Power N-CT83^2+2","Power N-CT","ARITHMETIC"
6,23,6893,9622173704,"perfect hash family13,6893,87","perfect hash family","ARITHMETIC"
6,23,6901,10908761182,"Power N-CT89^2Trin4,4,4","Power N-CT","ARITHMETIC"
6,23,7063,10909028856,"Power N-CT89^2Trin2,4,4","Power N-CT","ARITHMETIC"
6,23,7229,10909296530,"Power N-CT89^2Trin2,2,4","Power N-CT","ARITHMETIC"
6,23,7399,10909564204,"Power N-CT89^2Trin2,2,2","Power N-CT","ARITHMETIC"
6,23,7569,11038303254,"Power N-CT89^2T2T2","Power N-CT","ARITHMETIC"
6,23,8034,11160618128,"perfect hash family13,10609,103T25","perfect hash family","ARITHMETIC"
6,23,8755,11166774630,"perfect hash family13,10609,103T18","perfect hash family","ARITHMETIC"
6,23,8961,11167042304,"perfect hash family13,10609,103T16","perfect hash family","ARITHMETIC"
6,23,9605,11244010470,"perfect hash family13,12769,113T28","perfect hash family","ARITHMETIC"
6,23,9831,11244278144,"perfect hash family13,12769,113T26","perfect hash family","ARITHMETIC"
6,23,10000,11295781354,"Power N-CT101^2","Power N-CT","ARITHMETIC"
2,24,9,576,"orthogonal array","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,10,608,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,11,611,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,12,612,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,13,614,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,16,619,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,20,620,"Add Factor SO (AG-TJ-IM)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,22,621,"orthogonal array fuse postop TJ-SA","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,28,713,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,29,716,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,30,718,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,31,722,"projection (C) postop TJ-SA","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,32,806,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,33,810,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,34,812,"projection (C) postop TJ-SA","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,35,814,"projection (C) postop TJ-SA","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,37,896,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,38,904,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,39,907,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,40,951,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,41,955,"projection (C) postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,42,1075,"Add a symbol (binary)","terminal (search or published array)","TERMINAL_CLAIMED"
2,24,81,1128,"Direct product","Direct product","ARITHMETIC"
2,24,209,1152,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,234,1160,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,235,1170,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,243,1176,"Direct product","Direct product","ARITHMETIC"
2,24,260,1184,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,263,1185,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,286,1187,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,312,1188,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,338,1190,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,342,1195,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,447,1196,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,575,1197,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,651,1198,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,677,1199,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,703,1200,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,728,1223,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,729,1224,"Direct product","Direct product","ARITHMETIC"
2,24,756,1246,"Direct product","Direct product","ARITH_OPEN"
2,24,758,1287,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,765,1288,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,773,1289,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,778,1290,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,781,1291,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,798,1292,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,806,1293,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,809,1294,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,810,1295,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,811,1317,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,813,1318,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,836,1321,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,837,1322,"Direct product","Direct product","ARITHMETIC"
2,24,840,1340,"Direct product","Direct product","ARITH_OPEN"
2,24,841,1343,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,868,1344,"Direct product","Direct product","ARITH_OPEN"
2,24,870,1382,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,877,1383,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,884,1384,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,890,1385,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,899,1386,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,907,1387,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,911,1388,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,917,1389,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,924,1390,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,927,1391,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,929,1392,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,930,1393,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,944,1413,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,945,1414,"Direct product","Direct product","ARITHMETIC"
2,24,961,1420,"Direct product","Direct product","ARITHMETIC"
2,24,980,1436,"Direct product","Direct product","ARITH_OPEN"
2,24,989,1475,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,996,1476,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1005,1477,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1008,1478,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1014,1479,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1025,1480,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1034,1481,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1043,1482,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1047,1483,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1049,1484,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1050,1485,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1054,1490,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1055,1507,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1057,1511,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1085,1512,"Direct product","Direct product","ARITHMETIC"
2,24,1092,1529,"Direct product","Direct product","ARITH_OPEN"
2,24,1106,1554,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1107,1555,"Direct product","Direct product","ARITHMETIC"
2,24,1110,1565,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1116,1566,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1118,1567,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1121,1568,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1125,1569,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1127,1570,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1133,1571,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1144,1572,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1149,1573,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1156,1574,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1164,1575,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1167,1576,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1169,1577,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1170,1578,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1180,1580,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1184,1581,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1190,1582,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1195,1602,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1196,1603,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1225,1604,"Direct product","Direct product","ARITHMETIC"
2,24,1226,1621,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1234,1622,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1238,1623,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1240,1624,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1241,1650,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1243,1651,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1271,1653,"Direct product","Direct product","ARITHMETIC"
2,24,1279,1664,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1289,1665,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1291,1666,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1295,1667,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1303,1669,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1313,1670,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1320,1671,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1324,1672,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1329,1673,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1330,1674,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1334,1694,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1335,1695,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1341,1696,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,1365,1697,"Direct product","Direct product","ARITHMETIC"
2,24,1881,1704,"Direct product","Direct product","ARITHMETIC"
2,24,2066,1707,"Direct product generalized postop TJ-SA","Direct product","ARITH_BOUND_ONLY"
2,24,2106,1713,"Direct product","Direct product","ARITH_OPEN"
2,24,2115,1722,"Direct product","Direct product","ARITHMETIC"
2,24,2234,1727,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,5434,1728,"Direct product","Direct product","ARITH_OPEN"
2,24,6075,1736,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,6085,1745,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,6110,1746,"Direct product","Direct product","ARITH_OPEN"
2,24,6118,1751,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,6327,1752,"PCAx2PCA",NA,"NOT_ATTEMPTED"
2,24,6750,1760,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,7425,1763,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,8100,1764,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,8775,1766,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,8975,1771,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,11725,1772,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,15000,1773,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,16925,1774,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,17600,1775,"Direct product generalized","Direct product","ARITH_OPEN"
2,24,18278,1776,"Direct product","Direct product","ARITH_OPEN"
